REFTYPE,SESSION_IDENTIFIER,FRAME,WORLDPOSX,WORLDPOSY,WORLDPOSZ
LEFT,18118509207215334066,4309,-351.5106506347656,223.46400451660156,3.5343070030212402
LEFT,18118509207215334066,4310,-352.2989196777344,223.349609375,3.543853282928467
LEFT,18118509207215334066,4311,-353.0802307128906,223.23655700683594,3.549356460571289
LEFT,18118509207215334066,4312,-354.11181640625,223.08761596679688,3.552614212036133
LEFT,18118509207215334066,4314,-355.8847961425781,222.83164978027344,3.5609006881713867
LEFT,18118509207215334066,4317,-357.3734436035156,222.61622619628906,3.5843937397003174
LEFT,18118509207215334066,1960,742.66552734375,-391.1016540527344,3.319485664367676
LEFT,18118509207215334066,1962,742.6820068359375,-391.8712463378906,3.321986436843872
LEFT,18118509207215334066,2598,530.6873779296875,-730.0931396484375,4.0798211097717285
LEFT,18118509207215334066,2602,525.848876953125,-733.6740112304688,4.002615451812744
LEFT,18118509207215334066,2604,523.4330444335938,-735.4573364257812,3.9644999504089355
LEFT,18118509207215334066,2605,522.4041748046875,-736.2169189453125,3.9553513526916504
LEFT,18118509207215334066,2606,521.3768310546875,-736.9739379882812,3.9504265785217285
LEFT,18118509207215334066,4491,-468.5914306640625,278.69036865234375,3.801511526107788
LEFT,18118509207215334066,4493,-470.797119140625,280.4708251953125,3.800339698791504
LEFT,18118509207215334066,4494,-471.7432861328125,281.2362976074219,3.8015174865722656
LEFT,18118509207215334066,4495,-473.0127868652344,282.2646179199219,3.7994844913482666
LEFT,18118509207215334066,4498,-475.8902587890625,284.59906005859375,3.779982089996338
LEFT,18118509207215334066,4502,-480.1045227050781,288.0208740234375,3.767526626586914
LEFT,18118509207215334066,4505,-482.4031677246094,289.88665771484375,3.764002799987793
LEFT,18118509207215334066,4507,-484.3936462402344,291.5028381347656,3.7596395015716553
LEFT,18118509207215334066,4509,-486.7342529296875,293.4040222167969,3.7562203407287598
LEFT,18118509207215334066,4511,-489.1003723144531,295.3280029296875,3.7460875511169434
LEFT,18118509207215334066,4947,-745.85595703125,800.6549072265625,4.29201078414917
LEFT,18118509207215334066,4949,-745.952392578125,801.8005981445312,4.293288230895996
LEFT,18118509207215334066,4950,-745.9900512695312,802.4456787109375,4.294593334197998
LEFT,18118509207215334066,4951,-746.0094604492188,802.9260864257812,4.295577526092529
LEFT,18118509207215334066,4953,-746.0236206054688,804.0299682617188,4.297338962554932
LEFT,18118509207215334066,4954,-746.0160522460938,804.4976806640625,4.297946453094482
LEFT,18118509207215334066,3846,-21.005329132080078,-122.98619842529297,3.361405849456787
LEFT,18118509207215334066,3851,-21.504013061523438,-114.4111328125,3.326423168182373
LEFT,18118509207215334066,3854,-21.73526954650879,-111.54691314697266,3.3219642639160156
LEFT,18118509207215334066,3855,-21.907093048095703,-109.63744354248047,3.3229024410247803
LEFT,18118509207215334066,3857,-22.188180923461914,-106.77100372314453,3.316230058670044
LEFT,18118509207215334066,4957,-745.9638671875,805.5736083984375,4.299135684967041
LEFT,18118509207215334066,4958,-745.9107666015625,806.1778564453125,4.299672603607178
LEFT,18118509207215334066,4960,-745.7747192382812,807.2128295898438,4.300179481506348
LEFT,18118509207215334066,4962,-745.6137084960938,808.0769653320312,4.300389289855957
LEFT,18118509207215334066,4967,-745.2964477539062,809.3246459960938,4.300086498260498
LEFT,18118509207215334066,5198,-528.7705078125,876.7771606445312,3.271122455596924
LEFT,18118509207215334066,5199,-527.8969116210938,877.0228881835938,3.2687575817108154
LEFT,18118509207215334066,5201,-525.8700561523438,877.5719604492188,3.258122682571411
LEFT,18118509207215334066,5202,-524.72705078125,877.8663940429688,3.253933906555176
LEFT,18118509207215334066,671,-73.95636749267578,650.045654296875,3.025836944580078
LEFT,18118509207215334066,672,-72.9216079711914,649.0559692382812,3.0363874435424805
LEFT,18118509207215334066,673,-71.57373809814453,647.7618408203125,3.0468714237213135
LEFT,18118509207215334066,674,-70.55261993408203,646.7780151367188,3.051360845565796
LEFT,18118509207215334066,687,-58.24595260620117,634.8547973632812,3.07810115814209
LEFT,18118509207215334066,689,-55.828224182128906,632.5296020507812,3.094714641571045
LEFT,18118509207215334066,690,-54.78873062133789,631.5319213867188,3.1010091304779053
